epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,17817.4,0.53882,0.46297,0.98383,0.9294,0.88251,0.94565,0.82204,0.5514,0.55351,0.99967,0.0002444,0.0002444,0.0002444
135,17951.9,0.58649,0.49654,1.01489,0.92356,0.87709,0.93825,0.81744,0.55984,0.58192,1.00386,0.0002312,0.0002312,0.0002312
136,18086.7,0.54318,0.45893,0.98807,0.9415,0.8743,0.94376,0.8246,0.5402,0.56787,0.99526,0.000218,0.000218,0.000218
137,18221.5,0.55941,0.45906,1.00942,0.93632,0.87709,0.94521,0.82707,0.54421,0.55816,1.01031,0.0002048,0.0002048,0.0002048
138,18356.6,0.54609,0.45454,0.99452,0.93992,0.87151,0.94364,0.8263,0.56205,0.55236,1.01807,0.0001916,0.0001916,0.0001916
139,18491.2,0.54315,0.45118,0.99391,0.92357,0.88827,0.94058,0.82105,0.54657,0.56718,1.0061,0.0001784,0.0001784,0.0001784
140,18625,0.54504,0.50228,0.98495,0.92228,0.88547,0.94284,0.82512,0.54631,0.52787,1.00006,0.0001652,0.0001652,0.0001652
141,18759.4,0.47241,0.45659,0.91128,0.92247,0.86872,0.94075,0.81832,0.54675,0.54971,1.00287,0.000152,0.000152,0.000152
142,18892.9,0.46725,0.40763,0.90262,0.91896,0.88694,0.9447,0.82125,0.53914,0.55203,0.99686,0.0001388,0.0001388,0.0001388
143,19027.7,0.46511,0.40612,0.90268,0.92678,0.8839,0.94332,0.82222,0.54286,0.53219,0.997,0.0001256,0.0001256,0.0001256
144,19162.6,0.4684,0.38712,0.92014,0.93001,0.89073,0.93998,0.8209,0.54015,0.5528,0.9885,0.0001124,0.0001124,0.0001124
145,19297.1,0.46289,0.42742,0.91166,0.90865,0.88913,0.93963,0.81929,0.53302,0.53909,0.9885,9.92e-05,9.92e-05,9.92e-05
146,19416.4,0.46533,0.39189,0.91097,0.93115,0.89106,0.94394,0.82574,0.52973,0.53492,0.98821,8.6e-05,8.6e-05,8.6e-05
147,19531.4,0.4437,0.37399,0.89496,0.93645,0.88268,0.94145,0.82867,0.52987,0.52857,0.98815,7.28e-05,7.28e-05,7.28e-05
148,19635.6,0.46491,0.41245,0.90035,0.93508,0.89106,0.94302,0.83245,0.52554,0.52634,0.98569,5.96e-05,5.96e-05,5.96e-05
149,19739.8,0.4517,0.37711,0.91745,0.94578,0.87696,0.94485,0.83297,0.52243,0.52173,0.98208,4.64e-05,4.64e-05,4.64e-05
150,19855.6,0.44316,0.35985,0.90338,0.93807,0.88846,0.94419,0.83401,0.52018,0.51622,0.98036,3.32e-05,3.32e-05,3.32e-05
